disease_name,n_genes,max_evidence_score,max_penetrance_score,max_category_score,max_actionability,is_pediatric,is_category_a,meets_ngsr,panel_SEIZ,panel_HYPOTO,panel_DERM,panel_HL,panel_CHD,panel_CM,panel_IEM,panel_REN,panel_PULM,panel_AN_TH,panel_SK,panel_COND,panel_THYR
"Neuronal ceroid lipofuscinosis, adult-onset",1,3.0,1.0,1.0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Neuropathy, hereditary sensory and autonomic, type I",1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Neuropathy, hereditary sensory and autonomic, type IA",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Neuropathy, hereditary sensory and autonomic, type IC",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Neuropathy, hereditary sensory and autonomic, type IIB",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Neutropaenia, congenital",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neutropenia, congenital",1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Neutrophil dysfunction and recurrent infection,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nevoid basal cell carcinoma syndrome,1,4.0,1.0,3.0,1.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Niemann-Pick disease type C1,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Niemann-Pick disease type C2,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Niemann-Pick disease, type A",1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
"Niemann-Pick disease, type B",1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
"Night blindness, congenital stationary (complete), 1A, X-linked",1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Nijmegen breakage syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Noonan syndrome,3,4.0,1.0,3.0,1.0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0
Noonan syndrome-like disorder with or without juvenile meylomonocytic leukemia,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Noonan-like syndrome with loose anagen hair,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Norrie disease,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
North American Indian childhood cirrhosis,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Obesity, morbid, due to leptin receptor deficiency",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Occipital horn syndrome,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"Ocular albinism, type I",1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Oculocutaneous albinism, type IV",1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Oculodentodigital dysplasia,1,4.0,1.0,3.0,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Oculopharyngeal muscular dystrophy,1,3.0,1.0,1.0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Omenn syndrome,2,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Omodysplasia,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Optic atrophy 1,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Optic atrophy 3 with cataract,1,3.0,0.6,1.0,0.15,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Oral-facial-digital syndrome,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Ornithine transcarbamylase deficiency,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Orofacial clefts,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthostatic intolerance,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Osteogenesis imperfecta, type I",1,4.0,1.0,3.0,1.0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
"Osteogenesis imperfecta, type II",1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"Osteogenesis imperfecta, type VII",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Osteogenesis imperfecta, type XII",1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Osteopetrosis,2,4.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
"Osteopetrosis, autosomal dominant",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"Osteopetrosis, autosomal recessive 2",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"Osteopetrosis, autosomal recessive 3, with renal tubular acidosis",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"Osteopetrosis, infantile malignant",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Osteoporosis-pseudoglioma syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Osteosclerotic bone dysplasia,1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Otopalatodigital spectrum disorder,1,4.0,1.0,3.0,1.0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
Otospondylomegaepiphyseal dysplasia,1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
POLG-Related Ataxia Neuropathy Spectrum Disorders,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Pachyonychia congenita,4,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Paget disease,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Parietal foramina 1,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Parietal foramina 2,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Parkinson disease,1,3.0,0.6,1.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parkinson disease 6, early onset",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parkinson disease, idiopathic",1,1.0,0.5,1.0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paroxysmal nonkinesiogenic dyskinesia,1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Peeling skin syndrome, acral type",1,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Pelger-Huet anomaly,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Pelizaeus-Merzbacher disease,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Pelizaeus-Merzbacher-like disease,1,3.0,1.0,3.0,0.75,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Pendred syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Periventricular heterotopia with microcephaly,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Peroxisomal acyl-CoA oxidase deficiency,1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Peroxisome biogenesis disorder,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Perrault syndrome,3,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Peters-Plus syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Peutz-Jeghers syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Pfeiffer syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Phelan-McDermid syndrome,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Phenylketonuria,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Phosphorylase kinase deficiency,4,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Phosphoserine aminotransferase deficiency,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Piebaldism,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierson syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pituitary adenoma,1,4.0,0.6,2.0,0.39999999999999997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pituitary hormone deficiency,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Pituitary hormone deficiency, combined",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Pituitary hormone deficiency, combined, 2",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Pituitary hypoplasia,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plasminogen deficiency,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Platelet glycoprotein IV deficiency,1,3.0,0.2,1.0,0.05000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Polycystic kidney and hepatic disease,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Polycystic kidney disease,2,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Polycystic liver disease,2,3.0,0.6,1.0,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polyglucosan body disease, adult form",1,4.0,1.0,1.0,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Polymicrogyria with optic nerve hypoplasia,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Polymicrogyria, bilateral frontoparietal",1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pontocerebellar hypoplasia type 4,1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Popliteal pterygium syndrome,1,4.0,0.6,1.0,0.19999999999999998,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Porphyria variegata,1,4.0,0.2,1.0,0.06666666666666667,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Porphyria, acute intermittent",1,4.0,0.2,1.0,0.06666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyria, congenital erythropoietic",2,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"Porphyria, hepatoerythropoietic",1,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Potocki-Lupski syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Premature ovarian failure,1,1.0,0.5,1.0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary ciliary dyskinesia,15,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Primary microcephaly,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Progeroid syndrome,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Progressive cerebello-cerebral atrophy,1,1.0,0.5,1.0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Progressive external ophthalmoplegia,1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Proopiomelanocortin deficiency,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Properdin deficiency, X-linked",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Propionicacidemia,2,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
Protein S deficiency,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prothrombin deficiency,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Proximal myopathy and ophthalmoplegia,1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Pseudohermaphroditism, male, with gynecomastia",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Pseudohypoaldosteronism,3,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Pseudohypoparathyroidism,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Pseudopseudohypoparathyroidism,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Pseudoxanthoma elasticum,1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Pterygium syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Pulmonary alveolar microlithiasis,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Pulmonary alveolar proteinosis,2,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Pulmonary arterial hypertension,2,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Pulmonary fibrosis, idiopathic",2,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pulmonary hypertension,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Pulmonary hypertension, familial primary",1,4.0,0.6,2.0,0.39999999999999997,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Pustular psoriasis,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pycnodysostosis,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Pyruvate carboxylase deficiency,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Pyruvate dehydrogenase complex deficiency,1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Pyruvate dehydrogenase deficiency,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Pyruvate dehydrogenase phosphatase deficiency,1,1.0,0.5,1.0,0.041666666666666664,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Pyruvate kinase deficiency,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Rapadilino syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Rapid-onset dystonia-parkinsonism,1,3.0,0.6,1.0,0.15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Refsum disease,2,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
Renal cysts and diabetes syndrome,1,3.0,0.6,1.0,0.15,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Renal glucosuria,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Renal hypodysplasia,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Renal tubular acidosis & hearing loss,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Renal tubular acidosis, proximal, with ocular abnormalities",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Renal tubular dysgenesis,4,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Restrictive dermopathy,1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Retinal dystrophy,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Retinitis pigmentosa,2,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Retinoblastoma,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Retinoschisis, X linked",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rett syndrome,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Reynolds syndrome,1,1.0,0.5,1.0,0.041666666666666664,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Rh-deficiency syndrome,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rhizomelic chondrodysplasia punctata,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
"Rhizomelic chondrodysplasia punctata, type 3",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rippling muscle disease,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Risk for deep vein thrombosis,1,4.0,0.2,1.0,0.06666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberts syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Robinow syndrome,2,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Rothmund-Thomson syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Rubinstein-Taybi syndrome,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"SCID, autosomal recessive, T-negative/B-positive type",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Saethre-Chotzen syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Sandhoff disease, infantile, juvenile, and adult forms",1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Sanfilippo syndrome type B,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Scapuloperoneal syndrome, myopathic type",1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
Schimke immunoosseous dysplasia,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
Schinzel-Giedion syndrome,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Schneckenbecken dysplasia,1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Schwartz-Jampel syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Sea-blue histiocyte disease,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Seckel syndrome,3,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Senior-Loken syndrome 5,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sensorineural deafness,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sensorineural hearing loss,4,4.0,1.0,3.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Sepiapterin reductase deficiency,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Severe combined immunodeficiency due to ADA deficiency,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation",1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Severe combined immunodeficiency with sensitivity to ionizing radiation,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Severe combined immunodeficiency, Athabascan type",1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Severe combined immunodeficiency, X-linked",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Severe insulin resistance and diabetes mellitus,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shah-Waardenburg syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Short rib-polydactyly syndorme, type II",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Shprintzen-Goldberg syndrome,2,3.0,1.0,3.0,0.75,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
Shwachman-Bodian-Diamond syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"Sialic acid storage disorder, infantile",1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Sialidosis ,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Sideroblastic anaemia and ataxia,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Silver spastic paraplegia syndrome,1,3.0,0.6,1.0,0.15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Simpson-Golabi-Behmel syndrome,2,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
Sinoatrial node dysfunction and deafness,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sitosterolemia,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Sjogren-Larsson syndrome,1,4.0,1.0,3.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Smith-Lemli-Opitz syndrome,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
Smith-Magenis syndrome,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Sotos syndrome,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Spastic ataxia,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spastic ataxia Charlevoix-Saguenay type,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spastic paraplegia,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Spastic paraplegia 2, X-linked",1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Spastic paraplegia 50, autosomal recessive",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Spastic paraplegia, autosomal dominant",1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spherocytosis,4,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Spinal and bulbar muscular atrophy of Kennedy,1,4.0,1.0,1.0,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spinal muscular atrophy,1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Spinal muscular atrophy with respiratory distress,1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Spinal muscular atrophy, X-linked infantile",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Spinal muscular atrophy, distal, X-linked 3",1,1.0,0.5,1.0,0.041666666666666664,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Spinocerebellar ataxia infantile-onset,1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"Spinocerebellar ataxia, autosomal recessive 10",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spinocerebellar ataxia, autosomal recessive 11",1,1.0,0.5,1.0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spondylo-megaepiphyseal-metaphyseal dysplasia,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Spondylocostal dysostosis, autosomal recessive 2",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Spondylocostal dysostosis, autosomal recessive, 1",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Spondyloepimetaphyseal dysplasia with joint laxity, type 2",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
